SapaLogicColor,TechDesignColor,SurfaceTreatmentGroup,OutputText,RGB,DescriptionSE,DescriptionNO,DescriptionDK,DescriptionFI,DescriptionEN,DescriptionPL
Doesn't exist,AC0.108,AN10,CLEAR10,N|192|192|192,Naturanodiserad 10 µm,Naturanodisert 10 µm,Naturanodiseret 10 µm,Luonnonanodisoitu 10 µm,Clear anodized 10 µm,Anoda naturalna 10 µm
Doesn't exist,AC0.158,AN15,CLEAR15,N|192|192|192,Naturanodiserad 15 µm,Naturanodisert 15 µm,Naturanodiseret 15 µm,Luonnonanodisoitu 15 µm,Clear anodized 15 µm,Anoda naturalna 15 µm
CLEAR,AC0.208,AN20,CLEAR,N|192|192|192,Naturanodiserad 20 µm,Naturanodisert 20 µm,Naturanodiseret 20 µm,Luonnonanodisoitu 20 µm,Clear anodized 20 µm,Anoda naturalna 20 µm
Doesn't exist,AC34.208,ADUM,BROWN,N|64|0|0,E6 C34 Mörk brons 20 µm,E6 C34 Dark bronze 20 µm,E6 C34 Dark bronze 20 µm,E6 C34 Dark bronze 20 µm,E6 C34 Dark bronze 20 µm,E6 C34 Dark bronze 20 µm
BLACK,AC35.208,ADUM,BLACK,N|0|0|0,E6 C35 Svart 20 µm,E6 C35 Svart 20 µm,E6 C35 Sort 20 µm,E6 C35 Musta 20 µm,E6 C35 Black 20 µm,Czarna anoda
HX05,AC36.058,AB01,HX05,N|187|182|173,HX 05 Sepia,HX 05 Sepia,HX 05 Sepia,HX 05 Sepia,HX 05 Sepia,HX 05 Sepia
HX10,AC36.108,AB01,HX10,N|146|136|115,HX 10 Champagne,HX 10 Champagne,HX 10 Champagne,HX 10 Shampanja,HX 10 Champagne,HX 10 Szampanska
HX20,AC36.208,AB01,HX20,N|121|110|93,HX 20 Ljus amber,HX 20 Lys amber,HX 20 Lys amber,HX 20 Vaalea amber,HX 20 Light amber,HX 20 Jasny bursztyn
HX30,AC36.308,AB02,HX30,N|102|94|86,HX 30 Amber,HX 30 Amber,HX 30 Amber,HX 30 Amber,HX 30 Amber,HX 30 Bursztyn
HX40,AC36.408,AB01,HX40,N|93|92|89,HX 40 Mörk amber,HX 40 Mørk amber,HX 40 Mørk amber,HX 40 Tumma amber,HX 40 Dark amber,HX 40 Ciemny bursztyn
HX50,AC36.508,AB03,HX50,N|1|1|1,HX 50 Svart,HX 50 Svart,HX 50 Sort,HX 50 Musta,HX 50 Black,HX 50 Czarna
HMW,AC40.108,ADUM,WHITE,N|255|255|255,HM-Vit,HM White,HM White,HM Valkoinen,HM-White,HM-Biala
Doesn't exist,AC8.200,ADUM,BLACK,N|0|0|0,Svart anodiserad,Svart anodisert,Sort anodiseret,Mustaksi anodisoitu,Black anodized,Czarna anoda
BLACK,AC8.208,ADUM,BLACK,N|0|0|0,Svart anodiserad,Svart anodisert,Sort anodiseret,Mustaksi anodisoitu,Black anodized,Czarna anoda
Doesn't exist,H9006.340,ADUM,GREY,N|161|161|160,H9006,H9006,H9006,H9006,H9006,H9006
Doesn't exist,H9007.830,ADUM,GREY,N|134|133|129,H9007,H9007,H9007,H9007,H9007,H9007
MILL,MF,MF,MF,N|220|220|220,Obehandlad,Ubehandlet,Ubehandlet,Raaka,Mill finished,Surowa
0300N - GL30,N0300.340N,NC_1,0300N_GL30,N|247|247|247,NCS S 0300-N Glans 30,NCS S 0300-N Glans 30,NCS S 0300-N Glans 30,NCS S 0300-N Kiiltoaste 30,NCS S 0300-N Gloss 30,NCS S 0300-N Polysk 30
0300N - GL80,N0300.840N,NC_1,0300N_GL80,N|247|247|247,NCS S 0300-N Glans 80,NCS S 0300-N Glans 80,NCS S 0300-N Glans 80,NCS S 0300-N Kiiltoaste 80,NCS S 0300-N Gloss 80,NCS S 0300-N Polysk 80
0500N - GL30,N0500.340N,WH_1,0500N_GL30,N|242|242|242,NCS S 0500-N Glans 30,NCS S 0500-N Glans 30,NCS S 0500-N Glans 30,NCS S 0500-N Kiiltoaste 30,NCS S 0500-N Gloss 30,NCS S 0500-N Polysk 30
0500N - GL80,N0500.840N,WH_1,0500N_GL80,N|242|242|242,NCS S 0500-N Glans 80,NCS S 0500-N Glans 80,NCS S 0500-N Glans 80,NCS S 0500-N Kiiltoaste 80,NCS S 0500-N Gloss 80,NCS S 0500-N Polysk 80
0502B50G - GL30,N0502.3407,NC_1,0502B50G_GL30,N|247|255|255,NCS S 0502-B50G Glans 30,NCS S 0502-B50G Glans 30,NCS S 0502-B50G Glans 30,NCS S 0502-B50G Kiiltoaste 30,NCS S 0502-B50G Gloss 30,NCS S 0502-B50G Polysk 30
0502B - GL30,N0502.340B,NC_1,0502B_GL30,N|246|252|255,NCS S 0502-B Glans 30,NCS S 0502-B Glans 30,NCS S 0502-B Glans 30,NCS S 0502-B Kiiltoaste 30,NCS S 0502-B Gloss 30,NCS S 0502-B Polysk 30
0502Y50R - GL30,N0502.340D,NC_1,0502Y50R_GL30,N|255|249|244,NCS S 0502-Y50R Glans 30,NCS S 0502-Y50R Glans 30,NCS S 0502-Y50R Glans 30,NCS S 0502-Y50R Kiiltoaste 30,NCS S 0502-Y50R Gloss 30,NCS S 0502-Y50R Polysk 30
0502G - GL30,N0502.340G,NC_1,0502G_GL30,N|244|255|248,NCS S 0502-G Glans 30,NCS S 0502-G Glans 30,NCS S 0502-G Glans 30,NCS S 0502-G Kiiltoaste 30,NCS S 0502-G Gloss 30,NCS S 0502-G Polysk 30
0502G50Y - GL30,N0502.340U,NC_1,0502G50Y_GL30,N|253|255|246,NCS S 0502-G50Y Glans 30,NCS S 0502-G50Y Glans 30,NCS S 0502-G50Y Glans 30,NCS S 0502-G50Y Kiiltoaste 30,NCS S 0502-G50Y Gloss 30,NCS S 0502-G50Y Polysk 30
0502Y - GL30,N0502.340Y,WH_1,0502Y_GL30,N|255|254|247,NCS S 0502-Y Glans 30,NCS S 0502-Y Glans 30,NCS S 0502-Y Glans 30,NCS S 0502-Y Kiiltoaste 30,NCS S 0502-Y Gloss 30,NCS S 0502-Y Polysk 30
0502B - GL80,N0502.840B,NC_1,0502B_GL80,N|246|252|255,NCS S 0502-B Glans 80,NCS S 0502-B Glans 80,NCS S 0502-B Glans 80,NCS S 0502-B Kiiltoaste 80,NCS S 0502-B Gloss 80,NCS S 0502-B Polysk 80
0502Y50R - GL80,N0502.840D,NC_1,0502Y50R_GL80,N|255|249|244,NCS S 0502-Y50R Glans 80,NCS S 0502-Y50R Glans 80,NCS S 0502-Y50R Glans 80,NCS S 0502-Y50R Kiiltoaste 80,NCS S 0502-Y50R Gloss 80,NCS S 0502-Y50R Polysk 80
0502G - GL80,N0502.840G,NC_1,0502G_GL80,N|244|255|248,NCS S 0502-G Glans 80,NCS S 0502-G Glans 80,NCS S 0502-G Glans 80,NCS S 0502-G Kiiltoaste 80,NCS S 0502-G Gloss 80,NCS S 0502-G Polysk 80
0502G50Y - GL80,N0502.840U,NC_1,0502G50Y_GL80,N|253|255|246,NCS S 0502-G50Y Glans 80,NCS S 0502-G50Y Glans 80,NCS S 0502-G50Y Glans 80,NCS S 0502-G50Y Kiiltoaste 80,NCS S 0502-G50Y Gloss 80,NCS S 0502-G50Y Polysk 80
0502Y - GL80,N0502.840Y,WH_1,0502Y_GL80,N|255|254|247,NCS S 0502-Y Glans 80,NCS S 0502-Y Glans 80,NCS S 0502-Y Glans 80,NCS S 0502-Y Kiiltoaste 80,NCS S 0502-Y Gloss 80,NCS S 0502-Y Polysk 80
0505Y - GL30,N0505.340Y,NC_1,0505Y_GL30,N|244|240|219,NCS S 0505-Y Glans 30,NCS S 0505-Y Glans 30,NCS S 0505-Y Glans 30,NCS S 0505-Y Kiiltoaste 30,NCS S 0505-Y Gloss 30,NCS S 0505-Y Polysk 30
0510Y20R - GL30,N0510.340A,NC_1,0510Y20R_GL30,N|255|241|213,NCS S 0510-Y20R Glans 30,NCS S 0510-Y20R Glans 30,NCS S 0510-Y20R Glans 30,NCS S 0510-Y20R Kiiltoaste 30,NCS S 0510-Y20R Gloss 30,NCS S 0510-Y20R Polysk 30
0510Y20R - GL80,N0510.840A,NC_1,0510Y20R_GL80,N|255|241|213,NCS S 0510-Y20R Glans 80,NCS S 0510-Y20R Glans 80,NCS S 0510-Y20R Glans 80,NCS S 0510-Y20R Kiiltoaste 80,NCS S 0510-Y20R Gloss 80,NCS S 0510-Y20R Polysk 80
0510G50Y - GL80,N0510.840U,NC_1,0510G50Y_GL80,N|246|255|215,NCS S 0510-G50Y Glans 80,NCS S 0510-G50Y Glans 80,NCS S 0510-G50Y Glans 80,NCS S 0510-G50Y Kiiltoaste 80,NCS S 0510-G50Y Gloss 80,NCS S 0510-G50Y Polysk 80
0515G - GL30,N0515.340G,NC_1,0515G_GL30,N|185|255|212,NCS S 0515-G Glans 30,NCS S 0515-G Glans 30,NCS S 0515-G Glans 30,NCS S 0515-G Kiiltoaste 30,NCS S 0515-G Gloss 30,NCS S 0515-G Polysk 30
0515R80B - GL80,N0515.840I,NC_1,0515R80B_GL80,N|176|191|255,NCS S 0515-R80B Glans 80,NCS S 0515-R80B Glans 80,NCS S 0515-R80B Glans 80,NCS S 0515-R80B Kiiltoaste 80,NCS S 0515-R80B Gloss 80,NCS S 0515-R80B Polysk 80
0520Y10R - GL30,N0520.340P,NC_1,0520Y10R_GL30,N|255|237|179,NCS S 0520-Y10R Glans 30,NCS S 0520-Y10R Glans 30,NCS S 0520-Y10R Glans 30,NCS S 0520-Y10R Kiiltoaste 30,NCS S 0520-Y10R Gloss 30,NCS S 0520-Y10R Polysk 30
0520Y20R - GL80,N0520.840A,NC_1,0520Y20R_GL80,N|255|230|176,NCS S 0520-Y20R Glans 80,NCS S 0520-Y20R Glans 80,NCS S 0520-Y20R Glans 80,NCS S 0520-Y20R Kiiltoaste 80,NCS S 0520-Y20R Gloss 80,NCS S 0520-Y20R Polysk 80
0520Y10R - GL80,N0520.840P,NC_1,0520Y10R_GL80,N|255|237|179,NCS S 0520-Y10R Glans 80,NCS S 0520-Y10R Glans 80,NCS S 0520-Y10R Glans 80,NCS S 0520-Y10R Kiiltoaste 80,NCS S 0520-Y10R Gloss 80,NCS S 0520-Y10R Polysk 80
0530G90Y - GL30,N0530.3403,NC_1,0530G90Y_GL30,N|255|245|152,NCS S 0530-G90Y Glans 30,NCS S 0530-G90Y Glans 30,NCS S 0530-G90Y Glans 30,NCS S 0530-G90Y Kiiltoaste 30,NCS S 0530-G90Y Gloss 30,NCS S 0530-G90Y Polysk 30
0530Y90R - GL30,N0530.340F,NC_1,0530Y90R_GL30,N|255|130|122,NCS S 0530-Y90R Glans 30,NCS S 0530-Y90R Glans 30,NCS S 0530-Y90R Glans 30,NCS S 0530-Y90R Kiiltoaste 30,NCS S 0530-Y90R Gloss 30,NCS S 0530-Y90R Polysk 30
0530R90B - GL30,N0530.340M,NC_1,0530R90B_GL30,N|130|171|255,NCS S 0530-R90B Glans 30,NCS S 0530-R90B Glans 30,NCS S 0530-R90B Glans 30,NCS S 0530-R90B Kiiltoaste 30,NCS S 0530-R90B Gloss 30,NCS S 0530-R90B Polysk 30
0530B90G - GL30,N0530.340S,NC_1,0530B90G_GL30,N|139|255|203,NCS S 0530-B90G Glans 30,NCS S 0530-B90G Glans 30,NCS S 0530-B90G Glans 30,NCS S 0530-B90G Kiiltoaste 30,NCS S 0530-B90G Gloss 30,NCS S 0530-B90G Polysk 30
0530G90Y - GL80,N0530.8403,NC_1,0530G90Y_GL80,N|255|245|152,NCS S 0530-G90Y Glans 80,NCS S 0530-G90Y Glans 80,NCS S 0530-G90Y Glans 80,NCS S 0530-G90Y Kiiltoaste 80,NCS S 0530-G90Y Gloss 80,NCS S 0530-G90Y Polysk 80
0530Y90R - GL80,N0530.840F,NC_1,0530Y90R_GL80,N|255|130|122,NCS S 0530-Y90R Glans 80,NCS S 0530-Y90R Glans 80,NCS S 0530-Y90R Glans 80,NCS S 0530-Y90R Kiiltoaste 80,NCS S 0530-Y90R Gloss 80,NCS S 0530-Y90R Polysk 80
0530G50Y - GL80,N0530.840U,NC_1,0530G50Y_GL80,N|230|255|148,NCS S 0530-G50Y Glans 80,NCS S 0530-G50Y Glans 80,NCS S 0530-G50Y Glans 80,NCS S 0530-G50Y Kiiltoaste 80,NCS S 0530-G50Y Gloss 80,NCS S 0530-G50Y Polysk 80
0540B30G - GL30,N0540.3400,NC_1,0540B30G_GL30,N|124|243|255,NCS S 0540-B30G Glans 30,NCS S 0540-B30G Glans 30,NCS S 0540-B30G Glans 30,NCS S 0540-B30G Kiiltoaste 30,NCS S 0540-B30G Gloss 30,NCS S 0540-B30G Polysk 30
0540Y30R - GL30,N0540.340L,NC_1,0540Y30R_GL30,N|255|198|113,NCS S 0540-Y30R Glans 30,NCS S 0540-Y30R Glans 30,NCS S 0540-Y30R Glans 30,NCS S 0540-Y30R Kiiltoaste 30,NCS S 0540-Y30R Gloss 30,NCS S 0540-Y30R Polysk 30
0540Y10R - GL30,N0540.340P,NC_1,0540Y10R_GL30,N|255|223|120,NCS S 0540-Y10R Glans 30,NCS S 0540-Y10R Glans 30,NCS S 0540-Y10R Glans 30,NCS S 0540-Y10R Kiiltoaste 30,NCS S 0540-Y10R Gloss 30,NCS S 0540-Y10R Polysk 30
0540G50Y - GL30,N0540.340U,NC_1,0540G50Y_GL30,N|224|255|120,NCS S 0540-G50Y Glans 30,NCS S 0540-G50Y Glans 30,NCS S 0540-G50Y Glans 30,NCS S 0540-G50Y Kiiltoaste 30,NCS S 0540-G50Y Gloss 30,NCS S 0540-G50Y Polysk 30
0540B30G - GL80,N0540.8400,NC_1,0540B30G_GL80,N|124|243|255,NCS S 0540-B30G Glans 80,NCS S 0540-B30G Glans 80,NCS S 0540-B30G Glans 80,NCS S 0540-B30G Kiiltoaste 80,NCS S 0540-B30G Gloss 80,NCS S 0540-B30G Polysk 80
0540Y10R - GL80,N0540.840P,NC_1,0540Y10R_GL80,N|255|223|120,NCS S 0540-Y10R Glans 80,NCS S 0540-Y10R Glans 80,NCS S 0540-Y10R Glans 80,NCS S 0540-Y10R Kiiltoaste 80,NCS S 0540-Y10R Gloss 80,NCS S 0540-Y10R Polysk 80
0550G40Y - GL30,N0550.3404,NC_1,0550G40Y_GL30,N|200|255|91,NCS S 0550-G40Y Glans 30,NCS S 0550-G40Y Glans 30,NCS S 0550-G40Y Glans 30,NCS S 0550-G40Y Kiiltoaste 30,NCS S 0550-G40Y Gloss 30,NCS S 0550-G40Y Polysk 30
0550Y20R - GL30,N0550.340A,NC_1,0550Y20R_GL30,N|255|203|92,NCS S 0550-Y20R Glans 30,NCS S 0550-Y20R Glans 30,NCS S 0550-Y20R Glans 30,NCS S 0550-Y20R Kiiltoaste 30,NCS S 0550-Y20R Gloss 30,NCS S 0550-Y20R Polysk 30
0550G40Y - GL80,N0550.8404,NC_1,0550G40Y_GL80,N|200|255|91,NCS S 0550-G40Y Glans 80,NCS S 0550-G40Y Glans 80,NCS S 0550-G40Y Glans 80,NCS S 0550-G40Y Kiiltoaste 80,NCS S 0550-G40Y Gloss 80,NCS S 0550-G40Y Polysk 80
0550Y20R - GL80,N0550.840A,NC_1,0550Y20R_GL80,N|255|203|92,NCS S 0550-Y20R Glans 80,NCS S 0550-Y20R Glans 80,NCS S 0550-Y20R Glans 80,NCS S 0550-Y20R Kiiltoaste 80,NCS S 0550-Y20R Gloss 80,NCS S 0550-Y20R Polysk 80
0550Y10R - GL80,N0550.840P,NC_1,0550Y10R_GL80,N|255|217|94,NCS S 0550-Y10R Glans 80,NCS S 0550-Y10R Glans 80,NCS S 0550-Y10R Glans 80,NCS S 0550-Y10R Kiiltoaste 80,NCS S 0550-Y10R Gloss 80,NCS S 0550-Y10R Polysk 80
0560Y20R - GL30,N0560.340A,NC_1,0560Y20R_GL30,N|255|196|69,NCS S 0560-Y20R Glans 30,NCS S 0560-Y20R Glans 30,NCS S 0560-Y20R Glans 30,NCS S 0560-Y20R Kiiltoaste 30,NCS S 0560-Y20R Gloss 30,NCS S 0560-Y20R Polysk 30
0560Y80R - GL30,N0560.340C,NC_1,0560Y80R_GL30,N|255|88|53,NCS S 0560-Y80R Glans 30,NCS S 0560-Y80R Glans 30,NCS S 0560-Y80R Glans 30,NCS S 0560-Y80R Kiiltoaste 30,NCS S 0560-Y80R Gloss 30,NCS S 0560-Y80R Polysk 30
0560G60Y - GL30,N0560.340I,NC_1,0560G60Y_GL30,N|230|255|75,NCS S 0560-G60Y Glans 30,NCS S 0560-G60Y Glans 30,NCS S 0560-G60Y Glans 30,NCS S 0560-G60Y Kiiltoaste 30,NCS S 0560-G60Y Gloss 30,NCS S 0560-G60Y Polysk 30
0560Y10R - GL30,N0560.340P,NC_1,0560Y10R_GL30,N|255|212|72,NCS S 0560-Y10R Glans 30,NCS S 0560-Y10R Glans 30,NCS S 0560-Y10R Glans 30,NCS S 0560-Y10R Kiiltoaste 30,NCS S 0560-Y10R Gloss 30,NCS S 0560-Y10R Polysk 30
0560G80Y - GL30,N0560.340V,NC_1,0560G80Y_GL30,N|255|249|78,NCS S 0560-G80Y Glans 30,NCS S 0560-G80Y Glans 30,NCS S 0560-G80Y Glans 30,NCS S 0560-G80Y Kiiltoaste 30,NCS S 0560-G80Y Gloss 30,NCS S 0560-G80Y Polysk 30
0560Y20R - GL80,N0560.840A,NC_1,0560Y20R_GL80,N|255|196|69,NCS S 0560-Y20R Glans 80,NCS S 0560-Y20R Glans 80,NCS S 0560-Y20R Glans 80,NCS S 0560-Y20R Kiiltoaste 80,NCS S 0560-Y20R Gloss 80,NCS S 0560-Y20R Polysk 80
0560Y40R - GL80,N0560.840J,NC_1,0560Y40R_GL80,N|255|161|64,NCS S 0560-Y40R Glans 80,NCS S 0560-Y40R Glans 80,NCS S 0560-Y40R Glans 80,NCS S 0560-Y40R Kiiltoaste 80,NCS S 0560-Y40R Gloss 80,NCS S 0560-Y40R Polysk 80
0560Y10R - GL80,N0560.840P,NC_1,0560Y10R_GL80,N|255|212|72,NCS S 0560-Y10R Glans 80,NCS S 0560-Y10R Glans 80,NCS S 0560-Y10R Glans 80,NCS S 0560-Y10R Kiiltoaste 80,NCS S 0560-Y10R Gloss 80,NCS S 0560-Y10R Polysk 80
0560G80Y - GL80,N0560.840V,NC_1,0560G80Y_GL80,N|255|249|78,NCS S 0560-G80Y Glans 80,NCS S 0560-G80Y Glans 80,NCS S 0560-G80Y Glans 80,NCS S 0560-G80Y Kiiltoaste 80,NCS S 0560-G80Y Gloss 80,NCS S 0560-G80Y Polysk 80
0565G50Y - GL30,N0565.340U,NC_1,0565G50Y_GL30,N|210|255|61,NCS S 0565-G50Y Glans 30,NCS S 0565-G50Y Glans 30,NCS S 0565-G50Y Glans 30,NCS S 0565-G50Y Kiiltoaste 30,NCS S 0565-G50Y Gloss 30,NCS S 0565-G50Y Polysk 30
0565G50Y - GL80,N0565.840U,NC_1,0565G50Y_GL80,N|210|255|61,NCS S 0565-G50Y Glans 80,NCS S 0565-G50Y Glans 80,NCS S 0565-G50Y Glans 80,NCS S 0565-G50Y Kiiltoaste 80,NCS S 0565-G50Y Gloss 80,NCS S 0565-G50Y Polysk 80
0570G90Y - GL30,N0570.3403,NC_1,0570G90Y_GL30,N|255|236|55,NCS S 0570-G90Y Glans 30,NCS S 0570-G90Y Glans 30,NCS S 0570-G90Y Glans 30,NCS S 0570-G90Y Kiiltoaste 30,NCS S 0570-G90Y Gloss 30,NCS S 0570-G90Y Polysk 30
0570G40Y - GL30,N0570.3404,NC_1,0570G40Y_GL30,N|186|255|49,NCS S 0570-G40Y Glans 30,NCS S 0570-G40Y Glans 30,NCS S 0570-G40Y Glans 30,NCS S 0570-G40Y Kiiltoaste 30,NCS S 0570-G40Y Gloss 30,NCS S 0570-G40Y Polysk 30
0570G30Y - GL30,N0570.340H,NC_1,0570G30Y_GL30,N|161|255|63,NCS S 0570-G30Y Glans 30,NCS S 0570-G30Y Glans 30,NCS S 0570-G30Y Glans 30,NCS S 0570-G30Y Kiiltoaste 30,NCS S 0570-G30Y Gloss 30,NCS S 0570-G30Y Polysk 30
0570Y - GL30,N0570.340Y,NC_1,0570Y_GL30,N|255|225|53,NCS S 0570-Y Glans 30,NCS S 0570-Y Glans 30,NCS S 0570-Y Glans 30,NCS S 0570-Y Kiiltoaste 30,NCS S 0570-Y Gloss 30,NCS S 0570-Y Polysk 30
0570G90Y - GL80,N0570.8403,NC_1,0570G90Y_GL80,N|255|236|55,NCS S 0570-G90Y Glans 80,NCS S 0570-G90Y Glans 80,NCS S 0570-G90Y Glans 80,NCS S 0570-G90Y Kiiltoaste 80,NCS S 0570-G90Y Gloss 80,NCS S 0570-G90Y Polysk 80
0570G40Y - GL80,N0570.8404,NC_1,0570G40Y_GL80,N|186|255|49,NCS S 0570-G40Y Glans 80,NCS S 0570-G40Y Glans 80,NCS S 0570-G40Y Glans 80,NCS S 0570-G40Y Kiiltoaste 80,NCS S 0570-G40Y Gloss 80,NCS S 0570-G40Y Polysk 80
0570G30Y - GL80,N0570.840H,NC_1,0570G30Y_GL80,N|161|255|63,NCS S 0570-G30Y Glans 80,NCS S 0570-G30Y Glans 80,NCS S 0570-G30Y Glans 80,NCS S 0570-G30Y Kiiltoaste 80,NCS S 0570-G30Y Gloss 80,NCS S 0570-G30Y Polysk 80
0570Y - GL80,N0570.840Y,NC_1,0570Y_GL80,N|255|225|53,NCS S 0570-Y Glans 80,NCS S 0570-Y Glans 80,NCS S 0570-Y Glans 80,NCS S 0570-Y Kiiltoaste 80,NCS S 0570-Y Gloss 80,NCS S 0570-Y Polysk 80
0575G20Y - GL30,N0575.340T,NC_1,0575G20Y_GL30,N|125|255|72,NCS S 0575-G20Y Glans 30,NCS S 0575-G20Y Glans 30,NCS S 0575-G20Y Glans 30,NCS S 0575-G20Y Kiiltoaste 30,NCS S 0575-G20Y Gloss 30,NCS S 0575-G20Y Polysk 30
0575G20Y - GL80,N0575.840T,NC_1,0575G20Y_GL80,N|125|255|72,NCS S 0575-G20Y Glans 80,NCS S 0575-G20Y Glans 80,NCS S 0575-G20Y Glans 80,NCS S 0575-G20Y Kiiltoaste 80,NCS S 0575-G20Y Gloss 80,NCS S 0575-G20Y Polysk 80
0580Y80R - GL30,N0580.340C,NC_1,0580Y80R_GL30,N|255|63|23,NCS S 0580-Y80R Glans 30,NCS S 0580-Y80R Glans 30,NCS S 0580-Y80R Glans 30,NCS S 0580-Y80R Kiiltoaste 30,NCS S 0580-Y80R Gloss 30,NCS S 0580-Y80R Polysk 30
0580Y50R - GL30,N0580.340D,NC_1,0580Y50R_GL30,N|255|124|27,NCS S 0580-Y50R Glans 30,NCS S 0580-Y50R Glans 30,NCS S 0580-Y50R Glans 30,NCS S 0580-Y50R Kiiltoaste 30,NCS S 0580-Y50R Gloss 30,NCS S 0580-Y50R Polysk 30
0580Y90R - GL30,N0580.340F,NC_1,0580Y90R_GL30,N|255|42|28,NCS S 0580-Y90R Glans 30,NCS S 0580-Y90R Glans 30,NCS S 0580-Y90R Glans 30,NCS S 0580-Y90R Kiiltoaste 30,NCS S 0580-Y90R Gloss 30,NCS S 0580-Y90R Polysk 30
0580Y40R - GL30,N0580.340J,NC_1,0580Y40R_GL30,N|255|144|29,NCS S 0580-Y40R Glans 30,NCS S 0580-Y40R Glans 30,NCS S 0580-Y40R Glans 30,NCS S 0580-Y40R Kiiltoaste 30,NCS S 0580-Y40R Gloss 30,NCS S 0580-Y40R Polysk 30
0580Y10R - GL30,N0580.340P,NC_1,0580Y10R_GL30,N|255|203|33,NCS S 0580-Y10R Glans 30,NCS S 0580-Y10R Glans 30,NCS S 0580-Y10R Glans 30,NCS S 0580-Y10R Kiiltoaste 30,NCS S 0580-Y10R Gloss 30,NCS S 0580-Y10R Polysk 30
0580Y20R - GL80,N0580.840A,NC_1,0508Y20R_GL80,N|255|244|221,NCS S 0508-Y20R Glans 80,NCS S 0508-Y20R Glans 80,NCS S 0508-Y20R Glans 80,NCS S 0508-Y20R Kiiltoaste 80,NCS S 0508-Y20R Gloss 80,NCS S 0508-Y20R Polysk 80
0580Y50R - GL80,N0580.840D,NC_1,0580Y50R_GL80,N|255|124|27,NCS S 0580-Y50R Glans 80,NCS S 0580-Y50R Glans 80,NCS S 0580-Y50R Glans 80,NCS S 0580-Y50R Kiiltoaste 80,NCS S 0580-Y50R Gloss 80,NCS S 0580-Y50R Polysk 80
0580Y90R - GL80,N0580.840F,NC_1,0580Y90R_GL80,N|255|42|28,NCS S 0580-Y90R Glans 80,NCS S 0580-Y90R Glans 80,NCS S 0580-Y90R Glans 80,NCS S 0580-Y90R Kiiltoaste 80,NCS S 0580-Y90R Gloss 80,NCS S 0580-Y90R Polysk 80
0580Y40R - GL80,N0580.840J,NC_1,0580Y40R_GL80,N|255|144|29,NCS S 0580-Y40R Glans 80,NCS S 0580-Y40R Glans 80,NCS S 0580-Y40R Glans 80,NCS S 0580-Y40R Kiiltoaste 80,NCS S 0580-Y40R Gloss 80,NCS S 0580-Y40R Polysk 80
0580Y10R - GL80,N0580.840P,NC_1,0580Y10R_GL80,N|255|203|33,NCS S 0580-Y10R Glans 80,NCS S 0580-Y10R Glans 80,NCS S 0580-Y10R Glans 80,NCS S 0580-Y10R Kiiltoaste 80,NCS S 0580-Y10R Gloss 80,NCS S 0580-Y10R Polysk 80
0580Y - GL80,N0580.840Y,NC_1,0580Y_GL80,N|255|222|34,NCS S 0580-Y Glans 80,NCS S 0580-Y Glans 80,NCS S 0580-Y Glans 80,NCS S 0580-Y Kiiltoaste 80,NCS S 0580-Y Gloss 80,NCS S 0580-Y Polysk 70
0585Y30R - GL30,N0585.340L,NC_1,0585Y30R_GL30,N|255|161|22,NCS S 0585-Y30R Glans 30,NCS S 0585-Y30R Glans 30,NCS S 0585-Y30R Glans 30,NCS S 0585-Y30R Kiiltoaste 30,NCS S 0585-Y30R Gloss 30,NCS S 0585-Y30R Polysk 30
0585Y60R - GL30,N0585.340W,NC_1,0585Y60R_GL30,N|255|99|19,NCS S 0585-Y60R Glans 30,NCS S 0585-Y60R Glans 30,NCS S 0585-Y60R Glans 30,NCS S 0585-Y60R Kiiltoaste 30,NCS S 0585-Y60R Gloss 30,NCS S 0585-Y60R Polysk 30
0585Y60R - GL80,N0585.840W,NC_1,0585Y60R_GL80,N|255|99|19,NCS S 0585-Y60R Glans 80,NCS S 0585-Y60R Glans 80,NCS S 0585-Y60R Glans 80,NCS S 0585-Y60R Kiiltoaste 80,NCS S 0585-Y60R Gloss 80,NCS S 0585-Y60R Polysk 80
0603Y20R - GL30,N0603.340A,NC_1,0603Y20R_GL30,N|252|248|239,NCS S 0603-Y20R Glans 30,NCS S 0603-Y20R Glans 30,NCS S 0603-Y20R Glans 30,NCS S 0603-Y20R Kiiltoaste 30,NCS S 0603-Y20R Gloss 30,NCS S 0603-Y20R Polysk 30
0603Y80R - GL30,N0603.340C,NC_1,0603Y80R_GL30,N|252|237|234,NCS S 0603-Y80R Glans 30,NCS S 0603-Y80R Glans 30,NCS S 0603-Y80R Glans 30,NCS S 0603-Y80R Kiiltoaste 30,NCS S 0603-Y80R Gloss 30,NCS S 0603-Y80R Polysk 30
0603G80Y - GL30,N0603.340V,NC_1,0603G80Y_GL30,N|252|252|241,NCS S 0603-G80Y Glans 30,NCS S 0603-G80Y Glans 30,NCS S 0603-G80Y Glans 30,NCS S 0603-G80Y Kiiltoaste 30,NCS S 0603-G80Y Gloss 30,NCS S 0603-G80Y Polysk 30
0603G80Y - GL80,N0603.840V,NC_1,0603G80Y_GL80,N|252|252|241,NCS S 0603-G80Y Glans 80,NCS S 0603-G80Y Glans 80,NCS S 0603-G80Y Glans 80,NCS S 0603-G80Y Kiiltoaste 80,NCS S 0603-G80Y Gloss 80,NCS S 0603-G80Y Polysk 80
